date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:01:32	61/61	---MCZ	200	added ('OK')	text/plain	etag:W/%2263c75cfe-2f%22	https://quan-ha.iwedding.info/robots.txt		(from )
12:01:43	45736/45736	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Jan%202025%2005:01:44%20GMT	https://quan-ha.iwedding.info/	C:/Users/duong/Desktop/quan-ha%20wedding/wedding/quan-ha.iwedding.info/index.html	(from )
12:01:45	257734/257734	---MCZ	200	added ('OK')	text/css	etag:W/%2265d336e0-3eec6%22	https://quan-ha.iwedding.info/templates/template15/css/libs.css?v=20241222	C:/Users/duong/Desktop/quan-ha%20wedding/wedding/quan-ha.iwedding.info/templates/template15/css/libs7327.css	(from https://quan-ha.iwedding.info/)
12:01:45	38004/38004	---MCZ	200	added ('OK')	text/css	etag:W/%2263c75cfe-9474%22	https://quan-ha.iwedding.info/common/calendar.css?v=20241222	C:/Users/duong/Desktop/quan-ha%20wedding/wedding/quan-ha.iwedding.info/common/calendar7327.css	(from https://quan-ha.iwedding.info/)
12:01:45	174150/174150	---MCZ	200	added ('OK')	text/css	etag:W/%2266857923-2a846%22	https://quan-ha.iwedding.info/templates/template15/css/style.css?v=20241222	C:/Users/duong/Desktop/quan-ha%20wedding/wedding/quan-ha.iwedding.info/templates/template15/css/style7327.css	(from https://quan-ha.iwedding.info/)
12:01:45	2009/2009	---MCZ	200	added ('OK')	text/css	etag:W/%2263c75cfe-7d9%22	https://quan-ha.iwedding.info/common/fonts/fonts.css?v=20241222	C:/Users/duong/Desktop/quan-ha%20wedding/wedding/quan-ha.iwedding.info/common/fonts/fonts7327.css	(from https://quan-ha.iwedding.info/)
12:01:46	44407/44407	---M--	200	added ('OK')	image/jpeg	etag:%226f040d5adf9b3c7c46faa1d366c8b72e%22	https://cdn.biihappy.com/ziiweb/website/6770bfdc450ba74ef20c4d66/eceab22f48806bd1a0c966623095f0d1.jpeg	C:/Users/duong/Desktop/quan-ha%20wedding/wedding/cdn.biihappy.com/ziiweb/website/6770bfdc450ba74ef20c4d66/eceab22f48806bd1a0c966623095f0d1.jpg	(from https://quan-ha.iwedding.info/)
12:01:47	61586/61586	---M--	200	added ('OK')	image/jpeg	etag:%22aa78b080a4fd58fc1157883865baa85d%22	https://cdn.biihappy.com/ziiweb/website/6770bfdc450ba74ef20c4d66/31ba90b30ce865fdd129c593c2135ceb.jpeg	C:/Users/duong/Desktop/quan-ha%20wedding/wedding/cdn.biihappy.com/ziiweb/website/6770bfdc450ba74ef20c4d66/31ba90b30ce865fdd129c593c2135ceb.jpg	(from https://quan-ha.iwedding.info/)
12:01:48	29203/29203	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Jan%202025%2005:01:48%20GMT	https://quan-ha.iwedding.info/rsvp	C:/Users/duong/Desktop/quan-ha%20wedding/wedding/quan-ha.iwedding.info/rsvp.html	(from https://quan-ha.iwedding.info/)
12:01:48	510/510	---M--	200	added ('OK')	image/png	etag:%225e9e41d17c67e3118bb118aa0f23dbeb%22	https://cdn.biihappy.com/ziiweb/images/static/common/rsvp4.png	C:/Users/duong/Desktop/quan-ha%20wedding/wedding/cdn.biihappy.com/ziiweb/images/static/common/rsvp4.png	(from https://quan-ha.iwedding.info/)
